G22B  ,  41.3092, -128.2740, -3038.0, OBS , WHOI, 0,  -72.4,  3.58, gor, 2,  6.00, 124.34
G22D  ,  41.4336, -128.0166, -3092.4, OBS ,     , 0,  -57.4,  2.94, gor, 4,  6.00, 94.32
G25B  ,  41.9199, -124.5861,  -430.0, OBS , LDEO, 1,  177.4,  7.83, gor, 2,  6.00, 563.98
G26B  ,  41.9249, -125.1775, -2357.0, OBS , LDEO, 0,  134.3,  4.99, gor, 2,  6.00, 551.32
G27B  ,  41.9166, -126.0167, -3480.0, OBS ,  SIO, 0,   73.7,  3.14, gor, 2,  6.00, 257.25
G28B  ,  41.9428, -126.7339, -3327.0, OBS ,  SIO, 0,   21.0,  1.86, gor, 2,  6.00, 89.04
G29B  ,  41.9772, -127.4834, -3197.0, OBS , WHOI, 0,  -34.3,  1.61, gor, 2,  6.00, 54.18
G29D  ,  42.2174, -127.6052, -2910.9, OBS ,     , 0,  -50.1,  1.78, gor, 4,  6.00, 165.41
G30A  ,  41.9550, -128.3193, -3124.0, OBS , WHOI, 0,  -94.3,  3.99, gor, 1,  6.00, 177.86
G30B  ,  41.9565, -128.3198, -3119.0, OBS , WHOI, 0,  -94.4,  3.99, gor, 2,  6.00, 177.97
G33B  ,  42.5483, -124.7162,  -213.0, OBS , LDEO, 1,  471.7,  8.07, jdf, 2,  6.00, 577.44
G34B  ,  42.5554, -125.2010, -2954.0, OBS , LDEO, 0,  436.2,  5.70, jdf, 2,  6.00, 707.64
G35B  ,  42.5658, -126.0558, -2367.0, OBS , WHOI, 0,   52.2,  2.29, gor, 2,  6.00, 446.44
G35D  ,  42.5557, -126.3990, -2822.6, OBS ,     , 0,   27.6,  1.33, gor, 4,  6.00, 207.40
G36B2 ,  42.5994, -126.9038, -2423.0, OBS , WHOI, 0,  -10.2,  0.29, gor, 0,  6.00, 28.51
G36D  ,  42.4618, -126.8965, -3779.6, OBS ,     , 0,   -5.7,  0.00, gor, 4,  6.00, 37.83
G37B  ,  42.5913, -127.7213, -3004.0, OBS ,  SIO, 0,  -69.2,  2.49, gor, 2,  6.00, 174.99
J06A_O,  43.2515, -128.8010, -3224.0, OBS , WHOI, 0, -166.5,  5.47, gor, 1,  6.00, 410.04
J06B  ,  43.2652, -128.7997, -3220.0, OBS , WHOI, 0, -166.8,  5.47, gor, 2,  6.00, 410.04
